task_id,user,type,job,machine,datetime
01613faaa12551b0833d4d8b19f6022a,188528,100,7415,12,2021-06-04 13:41:00
2550ef465482d9b12799bd99222816c7,188528,101,7415,12,2021-06-04 15:19:00
f167d1264dd9b83d137e191b6b3c13c1,241956,100,7035,1,2021-06-04 09:40:00
51aab2040177a5e760d5251bc9c1d035,241956,101,7035,1,2021-06-04 16:20:00
61417f9b09745ab6bf4cb5b8b3b42d1d,537904,100,7035,26,2021-06-04 09:50:00
f0361ce670896a2dce0aa3ca14a377f1,537904,101,7035,26,2021-06-04 16:10:00
69e0abafa01e5c32070e715aaa7a518b,520458,100,7415,13,2021-06-04 13:40:00
aa1a8f3cfa3c7f64dd99b41d22b01a8c,520458,101,7415,13,2021-06-04 15:20:00
b5ff460035f75f793099bfb3ad6c6936,849396,100,8100,23,2021-06-04 10:22:00
8e5f557b1f992cec9891c2c15d1b3c25,849396,101,8100,23,2021-06-04 11:38:00
5c438ccac3e59a42a2acb1081afd9770,273059,100,7035,29,2021-06-05 10:12:00
c76870556d89ae253a6605ca3fe47ad5,273059,101,7035,29,2021-06-05 15:48:00
fa30eadee0746a027a4ec59aba6976fb,607031,100,7415,17,2021-06-05 11:40:00
0a6414361068e77de33671e83f890269,607031,101,7415,17,2021-06-05 14:20:00
dc992d0ae026f4b6091d38e6758a17d1,429932,100,8100,1,2021-06-05 11:04:00
672823808715bacf3f2dfcb54ed62470,429932,101,8100,1,2021-06-05 12:56:00
8384ba86f9619ff3800de04eccca1811,279842,100,7035,14,2021-06-05 08:40:00
02b1a87ede08a61ccd8097eec7578c13,279842,101,7035,14,2021-06-05 15:20:00
1de3191a70027e5266cb07ddca445d5a,649406,100,8100,9,2021-06-05 11:43:12
4c67be80ef44b717c067a2738e2076ee,649406,101,8100,9,2021-06-05 14:16:48
cbc3e61e84e781b89677f98f283244e3,803735,100,7035,2,2021-06-05 10:40:00
d4b7794b75e0e5a09ba96b35006456ce,803735,101,7035,2,2021-06-05 15:20:00
30a319a5d961e6f5767fb5509f611938,700319,100,8100,24,2021-06-05 10:20:00
8bbce00918cabc0768d10b59fd13501f,700319,101,8100,24,2021-06-05 11:40:00
abe270fba078ea7bbf31b3681f182cd1,146589,100,8100,26,2021-06-05 10:36:00
6082ba9f43d2e0a2346a6253519c40a3,146589,101,8100,26,2021-06-05 13:24:00
a5394978fcfc47a860ea80471fc00cc9,490514,100,7035,27,2021-06-05 12:25:00
7eea5f6604b90b5c231d6eb1f316a89b,490514,101,7035,27,2021-06-05 16:35:00
a67219d20f1b80fd97ce7a75819139ef,709160,100,8100,25,2021-06-05 14:36:30
7c899c21d2de42a961e89a9ce1080b38,709160,101,8100,25,2021-06-05 15:53:30
07a3beccdeb209bca9445bcd85f37861,208798,100,7035,8,2021-06-05 10:05:00
47e46664bde64292e7775f09f80142d7,208798,101,7035,8,2021-06-05 15:55:00
3111cc3719c54b82cf6be0fa132a9e7d,401677,100,7415,21,2021-06-05 13:40:00
8c37ce7903d4ee2b7cf2969be0ecc0d2,401677,101,7415,21,2021-06-05 15:20:00
b62e85f9684c82afc4120cab70da79b9,551610,100,7035,12,2021-06-05 08:50:00
d06225e6ea79b541c92d7c852f1c39cf,551610,101,7035,12,2021-06-05 15:10:00
5646f51386439b310d2989adfd462268,875242,100,7415,7,2021-06-05 13:40:00
80220f79842ef6a61f280a008cee372d,875242,101,7415,7,2021-06-05 15:20:00
1a5fa70fcf4c74128409a9caa77d056d,531034,100,7035,28,2021-06-05 10:30:00
46c64c995df807683bfd345da22d20bd,531034,101,7035,28,2021-06-05 15:30:00
662d053497474316baded11ed6a5733d,884677,100,7035,13,2021-06-05 12:57:30
a96b049c8eeb0471ebc34ce5ac04c36d,884677,101,7035,13,2021-06-05 17:32:30
7210d71dc3592d89a537af3ea3d40970,724567,100,7035,16,2021-06-05 13:21:15
731af701ba9961aa4f9dda0cf6043d29,724567,101,7035,16,2021-06-05 15:38:45
57da5a524f1c25c02f817f084cc29ed6,255320,100,8100,30,2021-06-05 10:30:00
528af3ca6fbb9bdb6bb4d8bf811f8d76,255320,101,8100,30,2021-06-05 11:30:00
f1da23957e15fdf6f09157a30a1f9b53,286230,100,7035,32,2021-06-05 09:50:00
a1049f0c92caf03ef9cfedc40628069f,286230,101,7035,32,2021-06-05 16:10:00
6eb32f69edc9a7b1b929da46428d438e,720541,100,8974,23,2021-06-06 12:50:00
b74b4bab94e0c75f4c8eb59a0bb81acb,720541,101,8974,23,2021-06-06 16:10:00
480aa2089ae0ea5d4b91475371a399b5,787556,100,8974,17,2021-06-06 09:23:12
9da2c9a6287fe38d89caa5a2fdb77a5c,787556,101,8974,17,2021-06-06 14:36:48
4f82f78f163b32fefde9647512f4a08b,188528,100,8745,21,2021-06-06 14:15:45
ce9b77ca0114ca17374f38c5d5076e34,188528,101,8745,21,2021-06-06 14:44:15
dc7f3ead3a06e2acec72ffbf69562395,241956,100,7415,14,2021-06-06 11:40:00
bc55c7139bf11d1d9886e10e26622228,241956,101,7415,14,2021-06-06 14:20:00
526b55109c41e8259e3f9ab5640f18ea,537904,100,8974,30,2021-06-06 10:20:00
e85626090802659b4a708677e820832f,537904,101,8974,30,2021-06-06 15:40:00
0c6e76aa29fbc38f36daa0d7b924cc58,520458,100,8745,26,2021-06-06 14:15:00
819385ed1268f40432f7212168c20a7d,520458,101,8745,26,2021-06-06 14:45:00
c17a2a3042d339fe8ce090b620f4a66b,849396,100,8100,9,2021-06-06 10:22:00
7af9a15743287f1e531288a30542c4f3,849396,101,8100,9,2021-06-06 11:38:00
25dc06e91a0d82d1cfd0d746d93f4390,273059,100,8745,3,2021-06-06 12:25:42
f1b730b99d2a64296d928a23a057898c,273059,101,8745,3,2021-06-06 13:34:18
2c0129b8bdf9429712c56c5433666a0d,607031,100,8745,8,2021-06-06 12:22:00
bfd85f4e511527c655ca532cb7e5d6e7,607031,101,8745,8,2021-06-06 13:38:00
d728614a893d42ff22c05eb96dbd947e,429932,100,7415,2,2021-06-06 11:32:00
dca4ac4b88606464ab6fa88d8def29b8,429932,101,7415,2,2021-06-06 12:28:00
7476259ffc8ca8f51622feb5d165497b,279842,100,8745,12,2021-06-06 11:20:00
0fc79da198118b0b32cd772e5b901179,279842,101,8745,12,2021-06-06 12:40:00
f1513f8d263f3c7a1e02e8317d4f753f,649406,100,8100,11,2021-06-06 11:32:00
609c119db833cb90f8e58fa00de1e0cf,649406,101,8100,11,2021-06-06 14:28:00
23ef6050e5ae651518c1fc5212c5e003,803735,100,8100,19,2021-06-06 12:07:30
591d9d4cf22eb8eda64b546e1b4e1c11,803735,101,8100,19,2021-06-06 13:52:30
d50c126de7ed9652d31eed000889352f,700319,100,7415,20,2021-06-06 10:32:00
fb516f46d95f3c6dd551ae9c81e87d86,700319,101,7415,20,2021-06-06 11:28:00
8d00cad2b56abbcbc24d7951ec7640e7,146589,100,8745,32,2021-06-06 11:22:00
989340e98341065bf34f8fb680b251a4,146589,101,8745,32,2021-06-06 12:38:00
8e3dca88c8e6e96bb312e8cfab008f8e,490514,100,8745,4,2021-06-06 14:05:00
e29648d3b07a0222b98817641f2a3d8b,490514,101,8745,4,2021-06-06 14:55:00
0814f7dc63a594d7a2db7076ec63d345,313193,100,8745,18,2021-06-06 11:20:00
ce037b3d515ff6f2b5602581fb6df030,313193,101,8745,18,2021-06-06 12:40:00
90f0ad2e0495c2b8f72f7c286ebef979,709160,100,8974,22,2021-06-06 13:58:00
e9eb278dad7b58d1cee821b642af7c70,709160,101,8974,22,2021-06-06 16:32:00
60e9c9ddab8d5599ac54bdf628fed40b,208798,100,7035,25,2021-06-06 10:12:00
31fc9f2cf12283c38e2644bda6d60154,208798,101,7035,25,2021-06-06 15:48:00
6a44f723b18d183381b27257f24e083f,263151,100,8100,5,2021-06-06 14:20:00
8b391bf932ad36b2919d36c04760f967,263151,101,8100,5,2021-06-06 16:10:00
eaf049f97bdb70892edaef3a2f60333c,401677,100,8100,24,2021-06-06 13:40:00
3250db65cdc76da2066355d647e2a3d4,401677,101,8100,24,2021-06-06 15:20:00
01c78316dc52bbafd505ce3250fe01bb,551610,100,7415,15,2021-06-06 10:40:00
b0b9f2d63e8a8d219bd558b0b7bc5006,551610,101,7415,15,2021-06-06 13:20:00
b1b7f86dc7798392957974d6073a5168,875242,100,8100,1,2021-06-07 13:42:30
74baa4a9dcd7b6630e4b0fd53e0ab421,875242,101,8100,1,2021-06-07 15:17:30
8c2a757f793ed1ea7d1279dcddcfaa43,531034,100,8100,18,2021-06-07 11:40:00
07b19ddc1467a6db86f77e8f8a576f77,531034,101,8100,18,2021-06-07 14:20:00
284184db5a3e3aacd6ab798f9f87a28a,884677,100,7035,15,2021-06-07 12:57:30
c1745a08458b00371fb33ba1586a810f,884677,101,7035,15,2021-06-07 17:32:30
7842c8e0ed20123ec352cf171ebb91bd,724567,100,8745,16,2021-06-07 14:15:00
2980478ca6388096524c3e0b206a31f0,724567,101,8745,16,2021-06-07 14:45:00
b0d80d1f980e5f4ae1b45a5903976ff7,255320,100,8745,32,2021-06-07 10:53:00
53e1ff0bce37a99e781d248e67c1c6e6,255320,101,8745,32,2021-06-07 11:07:00
8f50fdf71851fa1f0e393aab0dff4bd4,286230,100,8974,3,2021-06-07 10:20:00
a9b90a419001e202e3294399065a0d7d,286230,101,8974,3,2021-06-07 15:40:00
7c2d361930307c12291aa5199b0963ae,720541,100,8974,25,2021-06-07 12:50:00
b58b2a80c8cf85f3d82c19b11f54309c,720541,101,8974,25,2021-06-07 16:10:00
42b91320864036c10835ec7a645b78ca,787556,100,8100,10,2021-06-07 10:41:36
98e8545dda0215fbf30656f971459ded,787556,101,8100,10,2021-06-07 13:18:24
0cb150765375064114466fa025931d31,188528,100,8974,29,2021-06-07 12:52:00
356e0d84a98d0d5c85ecba0f05111f9a,188528,101,8974,29,2021-06-07 16:08:00
45a1e861a10f5d2cf8db49fed4e0c3a0,241956,100,7415,2,2021-06-07 11:40:00
583be20fe9a3dda344b149897dd59b65,241956,101,7415,2,2021-06-07 14:20:00
033007f73828fbc7db750a369d105f89,537904,100,7415,13,2021-06-07 11:40:00
dcfeb8efef5eb0616b476bae15698e72,537904,101,7415,13,2021-06-07 14:20:00
e32e5822223bc330b4a51963f5a80ebe,520458,100,8100,14,2021-06-07 13:55:00
d60f5dc68b0c8d3ae83e64768d5a33b3,520458,101,8100,14,2021-06-07 15:05:00
733c5371186c41b37495aba5db205eba,849396,100,8974,33,2021-06-07 09:44:00
fc11ab2247b07d91220b02d483527e9d,849396,101,8974,33,2021-06-07 12:16:00
5b4fbad38c7a5c6575dc009bf98723fd,273059,100,7035,7,2021-06-07 10:19:00
c92687807b3fb9b93a7d3644c92c244f,273059,101,7035,7,2021-06-07 15:41:00
d081aa486dff9cc474752e2c0442d186,607031,100,8100,8,2021-06-07 11:40:00
860752f3c7fa6ebdecfdb8139a302471,607031,101,8100,8,2021-06-07 14:20:00
71f32a074c5269fe1a52cac48df43aba,429932,100,8100,4,2021-06-07 10:40:00
8ecad36963dabf75c2ccf2f95dc6371a,429932,101,8100,4,2021-06-07 13:20:00
db0a3221448dd3208c27a56db70561de,279842,100,8100,9,2021-06-07 10:40:00
e051bb7a65c2d1ae40cba1195d69cb46,279842,101,8100,9,2021-06-07 13:20:00
ff157cf2b9ce23a2cc8e02053805acd5,649406,100,8745,28,2021-06-07 12:16:00
016a34819143f52d1ef8201c8bdc4235,649406,101,8745,28,2021-06-07 13:44:00
8698ceb9bf1b4d7d9353aba993a2dd01,803735,100,7415,5,2021-06-07 12:20:06
f6a3da4263fdde9cb1b4513e7dee3c44,803735,101,7415,5,2021-06-07 13:39:54
299187b9a78e3ab9f10b8679e00d96e7,700319,100,8745,11,2021-06-07 10:53:00
3bb4c13d9a74b7c94d17bfd9d9917390,700319,101,8745,11,2021-06-07 11:07:00
07cd19dc6760f9d458985d7e102118f6,490514,100,8100,6,2021-06-07 13:40:00
a7028a5e8e7d4ea11bf1214c006796b7,490514,101,8100,6,2021-06-07 15:20:00
22ab378163f8f24da6a4002c85bbe386,313193,100,7035,23,2021-06-07 08:40:00
1cba1bec6d8b3691c7174fe8ccbe39a0,313193,101,7035,23,2021-06-07 15:20:00
97ecf640db0f8e8e17785f03e2f1bd5b,709160,100,8974,30,2021-06-07 13:52:30
32eceef1cb952c94242dd30eb985c876,709160,101,8974,30,2021-06-07 16:37:30
24fda55ef43815671cb7cc7e53f70dc4,208798,100,7035,31,2021-06-07 10:48:45
47a6c8bbcc259b5fe3f7b1433e3019f4,208798,101,7035,31,2021-06-07 15:11:15
f35a7266b0713336cd55d8593dc7fb8f,263151,100,7035,26,2021-06-07 12:57:30
533cc4b6f9f6c0c33d377e9d771155b2,263151,101,7035,26,2021-06-07 17:32:30
07a402c71ebbcdf90ab1832a3273810e,401677,100,8974,6,2021-06-08 12:55:00
e219ea1cdcabf6a47762c3d26e9d5e36,401677,101,8974,6,2021-06-08 16:05:00
46cc0fc3fe8416137e522c0dc66eed5f,551610,100,8745,2,2021-06-08 11:20:00
88f1e617dcf2c580ffbdf935c560ccb8,551610,101,8745,2,2021-06-08 12:40:00
6723996e6339e30c44c884389c622539,531034,100,8745,21,2021-06-08 12:40:00
6184d4c9e43d640bfd84f5bd3d8f8f5a,531034,101,8745,21,2021-06-08 13:20:00
751ccdcc949a6c9e1545b43d08c169ec,884677,100,8745,33,2021-06-08 14:48:52
4d3bd00c580b82188eeba87b677a0a56,884677,101,8745,33,2021-06-08 15:41:07
8c7723b4503e696d7a4ea65add4de90b,724567,100,8745,7,2021-06-08 14:11:15
45809405fd8f44a3946d997ac19a12b7,724567,101,8745,7,2021-06-08 14:48:45
bd6983964abc659ff6f3e7ec7a0916d3,255320,100,7035,24,2021-06-08 09:30:00
3fc601e9970ef9eb3009fbf546c4beaf,255320,101,7035,24,2021-06-08 12:30:00
d9a28ebf047dbd7f7fa934d87ff1d332,286230,100,7415,10,2021-06-08 11:40:00
d44effd69ca6d9f681c6429573df3a72,286230,101,7415,10,2021-06-08 14:20:00
a06577756fa6c4931774d9bc04c80249,720541,100,7035,15,2021-06-08 12:31:15
cca3644f9bf6ac038042d75679c2eb67,720541,101,7035,15,2021-06-08 16:28:45
8c5fe228a33b28f0d5026a42a3e5b091,787556,100,7415,18,2021-06-08 10:38:24
ccf0d7d572fd9c495f388fa59d303ed8,787556,101,7415,18,2021-06-08 13:21:36
95c6efb90cadb35c88dd771d823cda51,188528,100,7035,9,2021-06-08 12:27:30
7c1f2b63abbe433c1817a3b5974a9da7,188528,101,7035,9,2021-06-08 16:32:30
10fd2029b8c79a90972033db50ff79c6,241956,100,8745,32,2021-06-08 12:20:00
f067b83a2282f15cf9a80d911cfaacb8,241956,101,8745,32,2021-06-08 13:40:00
9d0ea069159f60dad5146aeccc8a73eb,537904,100,7415,13,2021-06-08 11:44:00
f9fd6092bae19df7ec5e2aa705eb91e8,537904,101,7415,13,2021-06-08 14:16:00
b056358252e4fa7e69a74148f93f10c3,520458,100,7035,28,2021-06-08 13:15:00
6a31104d44db327de0bbbcd26481338b,520458,101,7035,28,2021-06-08 15:45:00
65c990d6c234cf0bedcf9d0ecf65b887,849396,100,7415,11,2021-06-08 10:18:00
abdb613db7b63c426590491dd55f5d72,849396,101,7415,11,2021-06-08 11:42:00
73a7bf8cbdec1cf49e98f9bab6aa3305,273059,100,8100,12,2021-06-08 12:04:42
b3969f6cbef4e78ea98ec5985c132c08,273059,101,8100,12,2021-06-08 13:55:18
ac17450999c2901cb0672befad938302,607031,100,7035,26,2021-06-08 09:50:00
fb1afcc2b704b34a43b049ff7cf17cbd,607031,101,7035,26,2021-06-08 16:10:00
b95ba32717a9af489345a43e864ce01a,429932,100,7035,23,2021-06-08 10:20:00
1458dd7f3947cd1007bb2aeb6cbb8170,429932,101,7035,23,2021-06-08 13:40:00
2ae1bb6b12cba17f2091ec94ff6d130e,279842,100,8745,25,2021-06-08 11:18:00
19b27d2e6f18fc7bbeae467a8fb94d58,279842,101,8745,25,2021-06-08 12:42:00
d337beebef858b57629a8ca36a4a99fb,649406,100,7415,5,2021-06-08 11:41:36
b68ad978ce01eb7e0987778646ea8746,649406,101,7415,5,2021-06-08 14:18:24
0dc2d5a7c71d84d5246aefab828d4d9d,803735,100,8100,17,2021-06-08 11:50:00
954d54de5e4e42741f415a862c710a1a,803735,101,8100,17,2021-06-08 14:10:00
4ef6b96fb9ee8d5a15a199d097d2f7cb,700319,100,8100,8,2021-06-09 10:46:00
c7649acb97a5e388a5d685a8dc453afb,700319,101,8100,8,2021-06-09 11:14:00
8d2856b22987f17bc220acfda15baa72,146589,100,8745,6,2021-06-09 11:20:00
2c74b582d0e41acbdef6d9ca7e56ed3f,146589,101,8745,6,2021-06-09 12:40:00
7ffd6ebda57f69d44bdf19a74e3ac2ad,490514,100,7415,30,2021-06-09 13:42:30
a4c3814715e63214e3d3e188bf963944,490514,101,7415,30,2021-06-09 15:17:30
eb1b691f586720721b66d5aea840e700,490514,404,22119,388,2021-06-09 13:42:30
eebe8134c0b1e65c8ed175483fd3ed1a,313193,100,8745,21,2021-06-09 11:20:00
b04672046326c4cca79ac188f0516a07,313193,101,8745,21,2021-06-09 12:40:00
1f0c203ab3d13945f492effb848a09a7,709160,100,7035,20,2021-06-09 13:31:52
e56adcf94bf6a993c8bf4acd26310394,709160,101,7035,20,2021-06-09 16:58:07
f78a0726792358bf0bfa132a3d3c2dba,208798,100,7035,23,2021-06-09 10:40:00
3d49cb40735b81301704c77c4ed3a093,208798,101,7035,23,2021-06-09 15:20:00
27e07ee1f47f1d91597e73400df57de9,263151,100,8100,14,2021-06-09 14:20:00
48bd388f22faf08b55336fafd4b49ac4,263151,101,8100,14,2021-06-09 16:10:00
ea34c2ac5d1786699eda59528ea24688,401677,100,8745,11,2021-06-09 14:06:15
a6ab2d4a211065f57e1148388520cdfa,401677,101,8745,11,2021-06-09 14:53:45
b7b53af0070aba1d3df363adc256f49b,551610,100,7415,26,2021-06-09 10:36:00
6e530731a4fd933f3993149a90b5d389,551610,101,7415,26,2021-06-09 13:24:00
d6e06c1db3fc65d822b61a838d2ba0c4,875242,100,7035,19,2021-06-09 12:25:00
529b802f86d0624fda0d7beb1883420b,875242,101,7035,19,2021-06-09 16:35:00
ea9cb0ea6f3ad06d95b16eb6abc23c38,531034,100,7035,15,2021-06-09 10:30:00
7aff9645cab75aff8de050d7f422a008,531034,101,7035,15,2021-06-09 15:30:00
23571c92f2e0d1f844b41190d6948b0c,884677,100,7035,33,2021-06-09 13:04:22
3109e9ada425c6f0b327a587f8425569,884677,101,7035,33,2021-06-09 17:25:37
ff2404c0abf7ebb38d0fda578767a2fb,724567,100,8100,16,2021-06-09 13:41:00
f7a2cb6aa94d8365e17064f227b3601f,724567,101,8100,16,2021-06-09 15:19:00
12403798cb020a1397b40c46a23ce062,255320,100,8745,32,2021-06-09 10:50:00
8bfee60abf2f5191a939e44f89322ffe,255320,101,8745,32,2021-06-09 11:10:00
49e608dd458c4edf4108efe0199ffe9c,286230,100,8100,4,2021-06-09 11:36:00
8a6b50beb91bb1426057a131879e0b0b,286230,101,8100,4,2021-06-09 14:24:00
f27e69e62975d8ee92e62694fc4e44e5,720541,100,8100,22,2021-06-10 13:42:30
79d6ff8d3085d58ac42220abf102a131,720541,101,8100,22,2021-06-10 15:17:30
2031274ccd89739fed820c8b30784815,787556,100,8745,8,2021-06-10 11:32:00
1fdefa7da046983bc9cdebe9bc4ee020,787556,101,8745,8,2021-06-10 12:28:00
05ba7483384ef8a7e33fd3c98410bf56,188528,100,8100,19,2021-06-10 13:44:00
88b4fabf0cef56e1548f69e1fca05430,188528,101,8100,19,2021-06-10 15:16:00
6db0e9de05081a4de05abf7ac8a49f34,241956,100,7415,11,2021-06-10 11:40:00
f5fb85dc275b67119cb0e81e01704405,241956,101,7415,11,2021-06-10 14:20:00
cf459a1cf36004a7f93dca62ab908b33,537904,100,7035,5,2021-06-10 09:50:00
d519511357293edb541eff3dfc593116,537904,101,7035,5,2021-06-10 16:10:00
02cf1c000b32351caf86fb126129933d,520458,100,7035,16,2021-06-10 13:27:30
4837b61bc4f2973d5ab9e1b119913062,520458,101,7035,16,2021-06-10 15:32:30
406c78bc0677aebb2640f5b80e7cb859,849396,100,8745,29,2021-06-10 10:41:00
6b3de375f9df6124dede8ba0ab68c475,849396,101,8745,29,2021-06-10 11:19:00
57b34577639a2422587f072f318c5dfa,273059,100,7415,15,2021-06-10 12:23:36
63d0438cda96ac9303bb0d8ea993d2ad,273059,101,7415,15,2021-06-10 13:36:24
964fc5f7b8f2253a0aa0180c5ca7e3f2,607031,100,8745,14,2021-06-10 12:22:00
b91f9a3b6b33b8a5590073585113e8b6,607031,101,8745,14,2021-06-10 13:38:00
4409498489bdf46d968316ae4edb6277,429932,100,8745,30,2021-06-10 11:42:00
eb60345c0cbb1be2b14bc93e7debeb53,429932,101,8745,30,2021-06-10 12:18:00
dbc982c05cd5b7d61d12a009380a0851,279842,100,8100,23,2021-06-10 10:40:00
8364dc22891d78ee3bf24fd3e72152e0,279842,101,8100,23,2021-06-10 13:20:00
77a5b771e9c8f29a2cfde0e35c05fed0,649406,100,7415,17,2021-06-10 12:08:00
814029f62bc5c3e39360642c7ca0ab34,649406,101,7415,17,2021-06-10 13:52:00
fd794c7a027ffc72d0897fa2a0337766,803735,100,8745,21,2021-06-10 12:25:00
9d2fdedde86c489c3a69179103e024e8,803735,101,8745,21,2021-06-10 13:35:00
fae6f7dafdc14e8caa9538a97cc49916,700319,100,8100,3,2021-06-10 10:20:00
4efbba33f18b3118be54597c3df766e9,700319,101,8100,3,2021-06-10 11:40:00
dee5868cad1bf8a26ad1c0621cb11f5a,146589,100,8100,18,2021-06-10 10:40:00
348112bc202435e7cdabdf309cf0fff0,146589,101,8100,18,2021-06-10 13:20:00
d0f2c8ba735787c0aed86f6e36ace168,490514,100,7415,31,2021-06-10 13:37:30
224cec5929133e242fd49e8c78f87a7f,490514,101,7415,31,2021-06-10 15:22:30
14b787147139fba3b585e6fdd28509d4,709160,100,7415,28,2021-06-10 14:22:45
23921b362528d0a30153c6bf22c1e878,709160,101,7415,28,2021-06-10 16:07:15
e09501fd2a86fe1a13f125ecad1545ec,208798,100,8745,24,2021-06-10 12:39:00
9cbfe2ea19c5f389d12a04939a0a9761,208798,101,8745,24,2021-06-10 13:21:00
731d3ca512db6d9faa487e747077a6f8,263151,100,8100,10,2021-06-10 14:20:00
bd775678fbbb5e3724d01d2ac24137d4,263151,101,8100,10,2021-06-10 16:10:00
cf8920ffea4bc353ad9d1a85dd481635,401677,100,8745,13,2021-06-10 14:06:15
75ed7293052590e4d70b9a7435e70119,401677,101,8745,13,2021-06-10 14:53:45
2ac3633034c436cf46edc1e98521b9ab,551610,100,7035,6,2021-06-10 08:40:00
f520f5b5090be7a2a030981f4372179d,551610,101,7035,6,2021-06-10 15:20:00
baed2032b6f7a72b5a29ca17846bf1eb,875242,100,7415,27,2021-06-10 13:40:00
cec44f5c6839315e9eac8e5afee3349d,875242,101,7415,27,2021-06-10 15:20:00
