tid,org_timesheet_id,payroll_id,date,shift_start,shift_end,shift_length
70,706c2c85ab191b932eb2307c96decffa,537904,2021-06-04,09:00,17:00,8.0
71,518ed2f3bf11a4c97a11b8f90e02a46d,520458,2021-06-04,12:00,17:00,5.0
72,cf0e05de4bd6fcb346b425e8ff3275f3,849396,2021-06-04,09:00,13:00,4.0
73,7a8645e0f9a6053fdc8b36529c411c89,273059,2021-06-05,09:30,16:30,7.0
74,48f32ea5b2a8e4860f5b45a232ff6d0a,607031,2021-06-05,09:00,17:00,8.0
75,50195e569fac32accfc5838613daf8bd,429932,2021-06-05,08:00,16:00,8.0
76,877a995b0d4d241e4010e4d2c12fce2a,279842,2021-06-05,08:00,16:00,8.0
77,4f1359afc3ca92b60475952d3501df3c,649406,2021-06-05,09:00,17:00,8.0
78,88343bcc2948ce06669cef4a80b9dc83,803735,2021-06-05,09:30,16:30,7.0
79,e8b214ba7ac966b009dcff7bf8d99868,700319,2021-06-05,09:00,13:00,4.0
80,7aa886def433339aaec95deb7d386004,146589,2021-06-05,08:00,16:00,8.0
81,746560d594c6bca2276de8f2176af81a,490514,2021-06-05,12:00,17:00,5.0
82,50c20c331b0ebf07f14e29ae1c07d8c0,313193,2021-06-05,08:00,16:00,8.0
83,f05689cb88beca4af306ce3b511e5956,709160,2021-06-05,12:30,18:00,5.5
84,fca560a869885254ae5b1f9433d79633,208798,2021-06-05,09:30,16:30,7.0
85,f63f5b4f0bda396c8263ea792341f0b5,263151,2021-06-05,12:30,18:00,5.5
86,65c3a3124a7b520b2200418d5b9ed867,401677,2021-06-05,12:00,17:00,5.0
87,0cfa1b9b2bd6e303043e7fa41f0ebcb2,551610,2021-06-05,08:00,16:00,8.0
88,0f52369a6bfd7835665f672a479d86fc,875242,2021-06-05,12:00,17:00,5.0
89,ceb0a2ebeb3f4ffd2d476d68bfda4135,531034,2021-06-05,09:00,17:00,8.0
90,ee03b6f0f07bdb70595268dfb06d5171,884677,2021-06-05,12:30,18:00,5.5
91,bf9978fce5a28386cf7f91259a1e8c91,724567,2021-06-05,12:00,17:00,5.0
92,ad609806369019938fb41551f1a51572,255320,2021-06-05,09:00,13:00,4.0
93,706c418c7998a38d640ed6f94251cc0a,286230,2021-06-05,09:00,17:00,8.0
94,2fd7ae41d6911ba827085319ba10cb69,720541,2021-06-06,12:00,17:00,5.0
95,795e18ae984fba6142278f19f84e895f,787556,2021-06-06,08:00,16:00,8.0
96,5e6a591adb7dfa050992b3765cf3efdd,188528,2021-06-06,12:00,17:00,5.0
97,88dd82324fdd3e2c3185525e947d0b41,241956,2021-06-06,09:00,17:00,8.0
98,8fe51ca2a4d064beda789b279e8b284c,537904,2021-06-06,09:00,17:00,8.0
99,025ca565674ca728b9043578fceca332,520458,2021-06-06,12:00,17:00,5.0
100,452261d499fe938d6eb87ed5164832c0,849396,2021-06-06,09:00,13:00,4.0
101,4ba64432adda0ab8b6e511ec9849aea9,273059,2021-06-06,09:30,16:30,7.0
102,e980e41ca26529a3806e20dfc41a57da,607031,2021-06-06,09:00,17:00,8.0
103,c4cd7b81d2a9d7d87d5f0e9ab3b69b9c,429932,2021-06-06,08:00,16:00,8.0
104,6b1c802764c3c95d86bd4d45d97231e1,279842,2021-06-06,08:00,16:00,8.0
105,3ca54d2679402cd5b2f9308f46202bd7,649406,2021-06-06,09:00,17:00,8.0
106,9e8129d698ea28d358e2daa7cc1c4a43,803735,2021-06-06,09:30,16:30,7.0
107,5d0985f28caf2578cf13bf6ae8c23a9e,700319,2021-06-06,09:00,13:00,4.0
108,ed2555e989d2de34f972f1886f9c6fc7,146589,2021-06-06,08:00,16:00,8.0
109,97a3f34cb2887a73b902100143704dd4,490514,2021-06-06,12:00,17:00,5.0
110,1de3073d4ffc871aa4424aef650f7c1b,313193,2021-06-06,08:00,16:00,8.0
111,291abf2111b91520f77327588945fafd,709160,2021-06-06,12:30,18:00,5.5
112,8d5f556b8d8f55c086d9a98d1600be45,208798,2021-06-06,09:30,16:30,7.0
113,63f4edd4bb3930179747bfef61a73c9f,263151,2021-06-06,12:30,18:00,5.5
114,727c204254901fb8b2acdbdca810daf7,401677,2021-06-06,12:00,17:00,5.0
115,48ecf011a0e6bba236cb6aef85b2b7f5,551610,2021-06-06,08:00,16:00,8.0
116,9cda77f0c98dadef10b097cc1e28683e,875242,2021-06-07,12:00,17:00,5.0
117,729c1a784e04958781b0ab41de21ca06,531034,2021-06-07,09:00,17:00,8.0
118,d9035ea92dd1f250be8a78b96685d7ac,884677,2021-06-07,12:30,18:00,5.5
119,7e5aca096fce0f9689b5eee339f0467d,724567,2021-06-07,12:00,17:00,5.0
120,af66f3c8f348c41fa34fa728afcff464,255320,2021-06-07,09:00,13:00,4.0
121,4c9cf80f966e86176a68a51617800cb3,286230,2021-06-07,09:00,17:00,8.0
122,69e2381b78dc3eca006d3745919a6025,720541,2021-06-07,12:00,17:00,5.0
123,2bf1a281911bf2bbdf8665a4e1ac0913,787556,2021-06-07,08:00,16:00,8.0
124,8c2c53e25a46b5eb54e250e6277a5025,188528,2021-06-07,12:00,17:00,5.0
125,95ca2ecea366ed416ba162cce474d63d,241956,2021-06-07,09:00,17:00,8.0
126,ab8e6dfbc44da7c8aa4cbcf7246b6e81,537904,2021-06-07,09:00,17:00,8.0
127,e4692aec081b8cc5c5616f39388f3381,520458,2021-06-07,12:00,17:00,5.0
128,d2c2b71f03ea90c4365b2086e8e76821,849396,2021-06-07,09:00,13:00,4.0
129,7262a3a1bf7a0e9da40e9a39d40f1456,273059,2021-06-07,09:30,16:30,7.0
130,f1d471d65bee3396eb621caa5a9482f0,607031,2021-06-07,09:00,17:00,8.0
131,0683798b564a632ac36126d35cbbde4b,429932,2021-06-07,08:00,16:00,8.0
132,4606ed05386da8f8359c2c265fffc192,279842,2021-06-07,08:00,16:00,8.0
133,c3f72e1c8dddd855b18c2410dc700039,649406,2021-06-07,09:00,17:00,8.0
134,4dbdf146502f3d60a10ad01b7f596c83,803735,2021-06-07,09:30,16:30,7.0
135,0ac1643296285e6e81bffc02ce15f46f,700319,2021-06-07,09:00,13:00,4.0
136,cc0f4ea2ec3770cee71f52ba255914f4,146589,2021-06-07,08:00,16:00,8.0
137,6f156de8ec582f67d1208bbc8b0d64dd,490514,2021-06-07,12:00,17:00,5.0
138,610f06e5ceb2cccd264b8157879b3469,313193,2021-06-07,08:00,16:00,8.0
139,21d208e9626b87c46e541c9396b7d676,709160,2021-06-07,12:30,18:00,5.5
140,fc037a555d39a485ffe69953bac8311c,208798,2021-06-07,09:30,16:30,7.0
141,03a738d2d0bb32e2bbff21942674f670,263151,2021-06-07,12:30,18:00,5.5
142,9b53395811f0395f2445209f2d2dd070,401677,2021-06-08,12:00,17:00,5.0
143,df07a44447b61f2f89b25eb8a4a280e8,551610,2021-06-08,08:00,16:00,8.0
144,38cefbdd57ad6a92d409ea4f2013956e,875242,2021-06-08,12:00,17:00,5.0
145,6d33bcb0b77fa368d1fff7fd412e03f8,531034,2021-06-08,09:00,17:00,8.0
146,d2329908bdddf8ab551b792da0bae62b,884677,2021-06-08,12:30,18:00,5.5
147,d65a1ea8abb01bcaed0d3020e245abeb,724567,2021-06-08,12:00,17:00,5.0
148,c651c728854ea37a2a3e52b30aa93fab,255320,2021-06-08,09:00,13:00,4.0
149,e07bfdde4f1c90d5c3f61eacbc45c301,286230,2021-06-08,09:00,17:00,8.0
150,0c4474b85ba5a1ea1cf97162a994c009,720541,2021-06-08,12:00,17:00,5.0
151,cfc3c0eabf0b6467f96db812cb9a7b9e,787556,2021-06-08,08:00,16:00,8.0
152,69ec58b9682a6be24fae70bc3370a2cb,188528,2021-06-08,12:00,17:00,5.0
153,47e6f3b617819b74331972c554ecfac1,241956,2021-06-08,09:00,17:00,8.0
154,80522c671ed0dd007ffcb7e70c905529,537904,2021-06-08,09:00,17:00,8.0
155,2d683a5d783441c3315d0e4eb089594d,520458,2021-06-08,12:00,17:00,5.0
156,0f0cb78d12b545e6304bf6df7caa09a5,849396,2021-06-08,09:00,13:00,4.0
157,64e63db002be3eda1663980f51db9e95,273059,2021-06-08,09:30,16:30,7.0
158,fd6e7befb75bc8bd3b4fb520554a55cf,607031,2021-06-08,09:00,17:00,8.0
159,ba33d21a0584c180744ff23241125800,429932,2021-06-08,08:00,16:00,8.0
160,fbaecc37a6464a6ff73953953dc2f2ba,279842,2021-06-08,08:00,16:00,8.0
161,7c458badc72303ff814aaf5e5a94d128,649406,2021-06-08,09:00,17:00,8.0
162,ff0fcad970f0b28ba6e66cc698b5ab02,803735,2021-06-08,09:30,16:30,7.0
163,adae343efa4674c27670dfb903981c3d,700319,2021-06-09,09:00,13:00,4.0
164,66272636232b8e72a0a8ea639f26f141,146589,2021-06-09,08:00,16:00,8.0
165,9330a79d53de01897e3f3560b6ef00b9,490514,2021-06-09,12:00,17:00,5.0
166,c99566163fa682aabdf4aa3b025ff1cb,313193,2021-06-09,08:00,16:00,8.0
167,92b2286a16c17dfcf4209f2cb8fb45ac,709160,2021-06-09,12:30,18:00,5.5
168,416454b0d247a2a90b4e23cc5865250f,208798,2021-06-09,09:30,16:30,7.0
169,ee290c153fcbcfd261fcda5c2eef34a6,263151,2021-06-09,12:30,18:00,5.5
170,0b85c772056e6322ba990986a08e55d5,401677,2021-06-09,12:00,17:00,5.0
171,8b7b2ecb950ad77abb2085f5cedc21fe,551610,2021-06-09,08:00,16:00,8.0
172,967730368940a73df0abe6706dfffb73,875242,2021-06-09,12:00,17:00,5.0
173,fb6b80d06e67e42f5dbd4b37e2224ad0,531034,2021-06-09,09:00,17:00,8.0
174,e98eec4a65611550a613260fcda14b5f,884677,2021-06-09,12:30,18:00,5.5
175,5faed69d996520d94298f7828b8ee2b1,724567,2021-06-09,12:00,17:00,5.0
176,911f18f996e120c7130f645281ee9de5,255320,2021-06-09,09:00,13:00,4.0
177,1cf1bcb571a813164b16e9e63da46552,286230,2021-06-09,09:00,17:00,8.0
178,01ea46faac2e05b7654b5804e596b593,720541,2021-06-10,12:00,17:00,5.0
179,e3db1947f42a0e3a07aff06a46edc9b5,787556,2021-06-10,08:00,16:00,8.0
180,67f7d0cb126467740111fac3155c5e5c,188528,2021-06-10,12:00,17:00,5.0
181,0e074db739a8bcb1fbd58e6265eac4dd,241956,2021-06-10,09:00,17:00,8.0
182,4a5e7061accdb6998621206445a539ac,537904,2021-06-10,09:00,17:00,8.0
183,3dd99d0d139fe355087982be15749731,520458,2021-06-10,12:00,17:00,5.0
184,4886796efb0b020d49f902a141475a99,849396,2021-06-10,09:00,13:00,4.0
185,acabe0101594e44b33352671dd32ec33,273059,2021-06-10,09:30,16:30,7.0
186,8eda7fc442cf7b727f14e57dd695338a,607031,2021-06-10,09:00,17:00,8.0
187,f30bda17584f55676fa95049503feb9c,429932,2021-06-10,08:00,16:00,8.0
188,74d986d4d2aba4b6911fffc389fe63a1,279842,2021-06-10,08:00,16:00,8.0
189,f5f54ecc2de3346e8199f38b8133e988,649406,2021-06-10,09:00,17:00,8.0
190,b8de2cad1200a39fec96576dc09ca5b4,803735,2021-06-10,09:30,16:30,7.0
191,7ab195f6563d2f9069dba56760f9e90b,700319,2021-06-10,09:00,13:00,4.0
192,4bb36993bb8f764fae0be2ff2a8435c8,146589,2021-06-10,08:00,16:00,8.0
193,c15cec4e33509515aa896fc3ff73bfb0,490514,2021-06-10,12:00,17:00,5.0
194,315461b293308acd398f3dedd21411a5,313193,2021-06-10,08:00,16:00,8.0
195,e1024afdb19b77c0581e0a3f8fd807ad,709160,2021-06-10,12:30,18:00,5.5
196,b70f92335c128ff2e36e5251d393408e,208798,2021-06-10,09:30,16:30,7.0
197,39ab55347a0278bb6845b7883c581bb9,263151,2021-06-10,12:30,18:00,5.5
198,e26ebd5331b4f3de6a3f170e55c98b79,401677,2021-06-10,12:00,17:00,5.0
199,21b8427faf1fa8de7ebf2d661a4e1ec5,551610,2021-06-10,08:00,16:00,8.0
200,78738bb3965019d150fd128c0cf6eb79,875242,2021-06-10,12:00,17:00,5.0
201,c185e3f19ecc05885703077075cb93d6,531034,2021-06-10,09:00,17:00,8.0
202,d6e539d4c4d318f182ab31cd42f2a208,884677,2021-06-11,12:30,18:00,5.5
203,73cc05536d485cf1e961810ea15ed935,724567,2021-06-11,12:00,17:00,5.0
204,b8ae48681a3d4e5fcd65a05e52e461f7,255320,2021-06-11,09:00,13:00,4.0
205,171703e06f9d36e2add9a9e6f9c02166,286230,2021-06-11,09:00,17:00,8.0
206,3e6d240993a7cf0aadf1941dce2f8e9c,720541,2021-06-11,12:00,17:00,5.0
207,057a8f11411d8b7fcbabe8ddd4f8bbbb,787556,2021-06-11,08:00,16:00,8.0
208,454a3470b3ff73061796d8d32aea9939,188528,2021-06-11,12:00,17:00,5.0
209,64661535970553aa1a4f3702a37cde77,241956,2021-06-11,09:00,17:00,8.0
210,ce83f2de9c96e8144ab1cb52c1a9a5a2,537904,2021-06-11,09:00,17:00,8.0
211,3fbf6cf5fdccd389ff88897fd2d371f6,520458,2021-06-11,12:00,17:00,5.0
212,363115904c7c2c9cecbea3cfa9840e91,849396,2021-06-11,09:00,13:00,4.0
213,23638dfafa04fed03e0a67c62ca54aaf,273059,2021-06-11,09:30,16:30,7.0
214,0281f3c3c356b6e598556c62baea7b9d,607031,2021-06-11,09:00,17:00,8.0
215,b4efabfaabc2d57b53962d0ed2eed9b1,429932,2021-06-11,08:00,16:00,8.0
216,e9c30385df9e50e704f9ee727c5fc2db,279842,2021-06-11,08:00,16:00,8.0
217,523f0850d77e6f127820b4708c658ac9,649406,2021-06-11,09:00,17:00,8.0
218,7fd1978b8afc64bd61261786717aefd0,803735,2021-06-11,09:30,16:30,7.0
219,059d2c77a5c6443209b8a3f387d26873,700319,2021-06-11,09:00,13:00,4.0
220,4987d63f39888433d2d2a1b614a41ecc,146589,2021-06-11,08:00,16:00,8.0
221,fc56b07a70fcbbea8397d1ff2be8613e,490514,2021-06-11,12:00,17:00,5.0
222,543451d9d8c7c7017f8cebef494dae89,313193,2021-06-11,08:00,16:00,8.0
223,d46579a1282fbf4f9bf2eeb4d478b688,709160,2021-06-11,12:30,18:00,5.5
224,9ac6592ad09938c0141804ae06e1efc2,208798,2021-06-11,09:30,16:30,7.0
225,e85f978e0168002d4e279a970f31c358,263151,2021-06-11,12:30,18:00,5.5
226,fcfa6de7847ab757f8f694f49cec4371,401677,2021-06-11,12:00,17:00,5.0
227,e77c8b427a35a833c81e79660a03108b,551610,2021-06-12,08:00,16:00,8.0
228,345b4737e7697a918ab0357a262cc992,875242,2021-06-12,12:00,17:00,5.0
229,73c19a38c7cd513198f7b284bb2ae2fd,531034,2021-06-12,09:00,17:00,8.0
230,7ab7479692be0eb6476e527afd223ec0,884677,2021-06-12,12:30,18:00,5.5
231,5b8586060f46f167510da9a3f79003b0,724567,2021-06-12,12:00,17:00,5.0
232,77f623e576c0c959b8d9aa81c332fe75,255320,2021-06-12,09:00,13:00,4.0
233,1fc5349c2066d676edd372938c068492,286230,2021-06-12,09:00,17:00,8.0
234,cec7b4778091ddba9c43de6944387ef0,720541,2021-06-12,12:00,17:00,5.0
235,09ef0c6831d12e7b41e3a936af8a15cd,787556,2021-06-12,08:00,16:00,8.0
236,78310c3b1f2888a883780f4fd1078617,188528,2021-06-12,12:00,17:00,5.0
237,b6dd1bb35fc0810d6c268bed90f00d39,241956,2021-06-12,09:00,17:00,8.0
238,18772ff389186691597012988382812a,537904,2021-06-12,09:00,17:00,8.0
239,4426555bf51b8d9436a4ec598e632a9a,520458,2021-06-12,12:00,17:00,5.0
240,e388947721a337ce38b68d552215a474,849396,2021-06-12,09:00,13:00,4.0
241,7e2256e7f9991aba283a7e9648734887,273059,2021-06-12,09:30,16:30,7.0
242,619c85c6df82eec67975b2aad48a8373,607031,2021-06-12,09:00,17:00,8.0
243,6750d176b6d5044bbf2efff576b1dbed,429932,2021-06-12,08:00,16:00,8.0
244,0baeb9c961e1479549683bc96aeb00e4,279842,2021-06-12,08:00,16:00,8.0
245,11d2c489d9630f1806b244de9dd17f96,649406,2021-06-12,09:00,17:00,8.0
246,42fd0f087a15acd8c1863c4af4a8ef81,803735,2021-06-12,09:30,16:30,7.0
247,a8960af11e88309cb956900d323244d1,700319,2021-06-13,09:00,13:00,4.0
248,0ecf2cab4cea816fa71bc768dcb70272,146589,2021-06-13,08:00,16:00,8.0
249,af1d2d0b9820537cddeaa4f7e053fd75,490514,2021-06-13,12:00,17:00,5.0
250,fd25f7902806b1eeb4553fcdaec4d1fa,313193,2021-06-13,08:00,16:00,8.0
251,a857621faefd18f81be9634f690d7872,709160,2021-06-13,12:30,18:00,5.5
252,58027b9aff5701f646001a1384b1f036,208798,2021-06-13,09:30,16:30,7.0
253,7c8601b7362c932883ae48501939854e,263151,2021-06-13,12:30,18:00,5.5
254,99a6a6b47d57576d34a7139d2c2eda48,401677,2021-06-13,12:00,17:00,5.0
255,243d12bc9889fbca87065f07723c3190,551610,2021-06-13,08:00,16:00,8.0
256,57802d1158b27f2f53ff55f00b9c20e6,875242,2021-06-13,12:00,17:00,5.0
257,d7447941c5575ecad7c1ade9d3f7cc9f,531034,2021-06-13,09:00,17:00,8.0
258,90301a9fca376f23f79f40b4db052c1e,884677,2021-06-13,12:30,18:00,5.5
259,040c8b3c6cb326b52f01d489c7c73f5b,724567,2021-06-13,12:00,17:00,5.0
260,ed6f7cc97fd93197039350ff93378347,255320,2021-06-13,09:00,13:00,4.0
261,e164d08531c67ba073b5fff496a8393b,286230,2021-06-13,09:00,17:00,8.0
262,61966e096881aed40c1f2a039cc2f2ae,720541,2021-06-13,12:00,17:00,5.0
263,5146a5b1f92dd16b524f89869b49645f,787556,2021-06-13,08:00,16:00,8.0
264,6a6870c458decd3dc86779bbe7012449,188528,2021-06-13,12:00,17:00,5.0
265,98cb3938ca45d0726253dd3e6d3f9925,241956,2021-06-14,09:00,17:00,8.0
266,c5d58d1668dad5cbbb430b3426910148,537904,2021-06-14,09:00,17:00,8.0
267,675f86452e2ee3127aaa52d5b24de1b3,520458,2021-06-14,12:00,17:00,5.0
268,3ebc6a4f9824c9a4ba5f35a788041091,849396,2021-06-14,09:00,13:00,4.0
269,02a158cca898fd365f367e72a3f5f68c,273059,2021-06-14,09:30,16:30,7.0
270,a61a0154546721192f643d846f9d7c53,607031,2021-06-14,09:00,17:00,8.0
271,1f35aa3420ecefe15e1aa048e6bc1e68,429932,2021-06-14,08:00,16:00,8.0
272,6b738529e1b825eb9d96789cd95cbb61,279842,2021-06-14,08:00,16:00,8.0
273,f634a2834cdd51b609a792ad67a67982,649406,2021-06-14,09:00,17:00,8.0
274,7ec2995d59e1bb62ed26f413bfdfb77e,803735,2021-06-14,09:30,16:30,7.0
275,24273b5c04450b13d79b741390a77c94,700319,2021-06-14,09:00,13:00,4.0
276,20e55a703b5e0c1b7cc8a554edfb1153,146589,2021-06-14,08:00,16:00,8.0
277,36d779e7708bf6d799f030ffd89b4040,490514,2021-06-14,12:00,17:00,5.0
278,79a51319c3d81eebbe8f56477a7f3d35,313193,2021-06-14,08:00,16:00,8.0
279,59153479ece609e6f3a50cdd3cb96ebb,709160,2021-06-14,12:30,18:00,5.5
280,44e8b860a9080e74d3300f95cf738a49,208798,2021-06-14,09:30,16:30,7.0
281,5730d1e4cb08f84b91aca304cf5c0071,263151,2021-06-14,12:30,18:00,5.5
282,7dc21f427c4a1c70f59b55bd5f0a0da0,401677,2021-06-14,12:00,17:00,5.0
283,704cd406c09fc0f6f929978c5dbdf824,551610,2021-06-14,08:00,16:00,8.0
284,a0a12a17df3225be2ec5a08b660ebae3,875242,2021-06-14,12:00,17:00,5.0
285,8b9d822e6c92db9ff250738f9e50becd,531034,2021-06-14,09:00,17:00,8.0
286,7da8cf240a53cf43987087e75b71167e,884677,2021-06-14,12:30,18:00,5.5
287,eba2b32fcee7186792e0d857019c7309,724567,2021-06-14,12:00,17:00,5.0
288,39ddfdfccc89180a38fed7f01930a219,255320,2021-06-14,09:00,13:00,4.0
289,2a2d0c0cc9555eed1fdc74443ee897e2,286230,2021-06-14,09:00,17:00,8.0
290,0f035c043eb1fd73e78b4c8132838a69,720541,2021-06-14,12:00,17:00,5.0
291,c790472a9ee83b561edc57282980ab07,787556,2021-06-14,08:00,16:00,8.0
292,9159f52c223f5c1d611147e473e1bc5a,188528,2021-06-14,12:00,17:00,5.0
293,98cb3938ca45d0726253dd3e6d3f9925,241956,2021-06-14,09:00,17:00,8.0
294,c5d58d1668dad5cbbb430b3426910148,537904,2021-06-14,09:00,17:00,8.0
295,675f86452e2ee3127aaa52d5b24de1b3,520458,2021-06-14,12:00,17:00,5.0
296,3ebc6a4f9824c9a4ba5f35a788041091,849396,2021-06-14,09:00,13:00,4.0
297,ea584159b0e2a38db88868956429ad18,273059,2021-06-15,09:30,16:30,7.0
298,687bf15f2f645c62cbb847c0f972b821,607031,2021-06-15,09:00,17:00,8.0
299,c5e1e0783bf8ca5e1febd390bcb4e1f4,429932,2021-06-15,08:00,16:00,8.0
300,5b57024559f39f1519d856052c614f1c,279842,2021-06-15,08:00,16:00,8.0
301,feb3f032621f51ebf180a6c4d4814bef,649406,2021-06-15,09:00,17:00,8.0
302,cd6b4cea1d9f5a5a3bb42dfe6849d234,803735,2021-06-15,09:30,16:30,7.0
303,dd5368311c6315f87cf0da67fb482267,700319,2021-06-15,09:00,13:00,4.0
